FID;UNITNAME;AGEBRACKET;UNITTABLEL
1328;Visean limestone & calcareous shale;Palaeozoic, Carboniferous, Mississippian;https://gsi.geodata.gov.ie/downloads/Bedrock/Books/Understanding_Earth_Processes_Rocks_and_Geology_Ireland/Chapter_09.pdf
1329;Visean limestone & calcareous shale;Palaeozoic, Carboniferous, Mississippian;https://gsi.geodata.gov.ie/downloads/Bedrock/Books/Understanding_Earth_Processes_Rocks_and_Geology_Ireland/Chapter_09.pdf
1330;Visean limestone & calcareous shale;Palaeozoic, Carboniferous, Mississippian;https://gsi.geodata.gov.ie/downloads/Bedrock/Books/Understanding_Earth_Processes_Rocks_and_Geology_Ireland/Chapter_09.pdf
1331;Visean limestone & calcareous shale;Palaeozoic, Carboniferous, Mississippian;https://gsi.geodata.gov.ie/downloads/Bedrock/Books/Understanding_Earth_Processes_Rocks_and_Geology_Ireland/Chapter_09.pdf
1332;Neoproterozoic metasedimentary rocks - Dalradian;Neoproterozoic (-Cambrian), Dalradian Supergroup;https://gsi.geodata.gov.ie/downloads/Bedrock/Books/Understanding_Earth_Processes_Rocks_and_Geology_Ireland/Chapter_02.pdf
1333;Neoproterozoic metasedimentary rocks - Dalradian;Neoproterozoic (-Cambrian), Dalradian Supergroup;https://gsi.geodata.gov.ie/downloads/Bedrock/Books/Understanding_Earth_Processes_Rocks_and_Geology_Ireland/Chapter_02.pdf
1334;Siluro-Devonian granitic rocks & appinite;Caledonian (Silurian - Devonian);https://gsi.geodata.gov.ie/downloads/Bedrock/Books/Understanding_Earth_Processes_Rocks_and_Geology_Ireland/Chapter_06.pdf
1335;Siluro-Devonian granitic rocks & appinite;Caledonian (Silurian - Devonian);https://gsi.geodata.gov.ie/downloads/Bedrock/Books/Understanding_Earth_Processes_Rocks_and_Geology_Ireland/Chapter_06.pdf
1336;Silurian terrestrial - shallow marine sandstone, siltstone, conglomerate;Palaeozoic, Silurian;https://gsi.geodata.gov.ie/downloads/Bedrock/Books/Understanding_Earth_Processes_Rocks_and_Geology_Ireland/Chapter_05.pdf
1337;Silurian terrestrial - shallow marine sandstone, siltstone, conglomerate;Palaeozoic, Silurian;https://gsi.geodata.gov.ie/downloads/Bedrock/Books/Understanding_Earth_Processes_Rocks_and_Geology_Ireland/Chapter_05.pdf
1338;Silurian terrestrial - shallow marine sandstone, siltstone, conglomerate;Palaeozoic, Silurian;https://gsi.geodata.gov.ie/downloads/Bedrock/Books/Understanding_Earth_Processes_Rocks_and_Geology_Ireland/Chapter_05.pdf
1339;Silurian terrestrial - shallow marine sandstone, siltstone, conglomerate;Palaeozoic, Silurian;https://gsi.geodata.gov.ie/downloads/Bedrock/Books/Understanding_Earth_Processes_Rocks_and_Geology_Ireland/Chapter_05.pdf
1340;Silurian terrestrial - shallow marine sandstone, siltstone, conglomerate;Palaeozoic, Silurian;https://gsi.geodata.gov.ie/downloads/Bedrock/Books/Understanding_Earth_Processes_Rocks_and_Geology_Ireland/Chapter_05.pdf
1341;Silurian terrestrial - shallow marine sandstone, siltstone, conglomerate;Palaeozoic, Silurian;https://gsi.geodata.gov.ie/downloads/Bedrock/Books/Understanding_Earth_Processes_Rocks_and_Geology_Ireland/Chapter_05.pdf
1342;Silurian terrestrial - shallow marine sandstone, siltstone, conglomerate;Palaeozoic, Silurian;https://gsi.geodata.gov.ie/downloads/Bedrock/Books/Understanding_Earth_Processes_Rocks_and_Geology_Ireland/Chapter_05.pdf
1343;Silurian terrestrial - shallow marine sandstone, siltstone, conglomerate;Palaeozoic, Silurian;https://gsi.geodata.gov.ie/downloads/Bedrock/Books/Understanding_Earth_Processes_Rocks_and_Geology_Ireland/Chapter_05.pdf
1344;Palaeocene basalt lava;Cenozoic, Palaeogene, Palaeocene;https://gsi.geodata.gov.ie/downloads/Bedrock/Books/Understanding_Earth_Processes_Rocks_and_Geology_Ireland/Chapter_14.pdf
1345;Palaeocene basalt lava;Cenozoic, Palaeogene, Palaeocene;https://gsi.geodata.gov.ie/downloads/Bedrock/Books/Understanding_Earth_Processes_Rocks_and_Geology_Ireland/Chapter_14.pdf
1346;Triassic sandstone, mudstone, evaporite;Mesozoic, Triassic;https://gsi.geodata.gov.ie/downloads/Bedrock/Books/Understanding_Earth_Processes_Rocks_and_Geology_Ireland/Chapter_11.pdf
1347;Triassic sandstone, mudstone, evaporite;Mesozoic, Triassic;https://gsi.geodata.gov.ie/downloads/Bedrock/Books/Understanding_Earth_Processes_Rocks_and_Geology_Ireland/Chapter_11.pdf
1348;Triassic sandstone, mudstone, evaporite;Mesozoic, Triassic;https://gsi.geodata.gov.ie/downloads/Bedrock/Books/Understanding_Earth_Processes_Rocks_and_Geology_Ireland/Chapter_11.pdf
1349;Palaeocene basalt lava;Cenozoic, Palaeogene, Palaeocene;https://gsi.geodata.gov.ie/downloads/Bedrock/Books/Understanding_Earth_Processes_Rocks_and_Geology_Ireland/Chapter_14.pdf
1350;Palaeocene basalt lava;Cenozoic, Palaeogene, Palaeocene;https://gsi.geodata.gov.ie/downloads/Bedrock/Books/Understanding_Earth_Processes_Rocks_and_Geology_Ireland/Chapter_14.pdf
1351;Palaeocene basalt lava;Cenozoic, Palaeogene, Palaeocene;https://gsi.geodata.gov.ie/downloads/Bedrock/Books/Understanding_Earth_Processes_Rocks_and_Geology_Ireland/Chapter_14.pdf
1352;Silurian deep marine mudstone, greywacke & conglomerate;Palaeozoic, Silurian;https://gsi.geodata.gov.ie/downloads/Bedrock/Books/Understanding_Earth_Processes_Rocks_and_Geology_Ireland/Chapter_05.pdf
1353;Silurian deep marine mudstone, greywacke & conglomerate;Palaeozoic, Silurian;https://gsi.geodata.gov.ie/downloads/Bedrock/Books/Understanding_Earth_Processes_Rocks_and_Geology_Ireland/Chapter_05.pdf
1354;Silurian deep marine mudstone, greywacke & conglomerate;Palaeozoic, Silurian;https://gsi.geodata.gov.ie/downloads/Bedrock/Books/Understanding_Earth_Processes_Rocks_and_Geology_Ireland/Chapter_05.pdf
1355;Palaeogene basic intrusive rocks;Palaeogene;https://gsi.geodata.gov.ie/downloads/Bedrock/Books/Understanding_Earth_Processes_Rocks_and_Geology_Ireland/Chapter_14.pdf
1356;Palaeogene basic intrusive rocks;Palaeogene;https://gsi.geodata.gov.ie/downloads/Bedrock/Books/Understanding_Earth_Processes_Rocks_and_Geology_Ireland/Chapter_14.pdf
1357;Palaeogene basic intrusive rocks;Palaeogene;https://gsi.geodata.gov.ie/downloads/Bedrock/Books/Understanding_Earth_Processes_Rocks_and_Geology_Ireland/Chapter_14.pdf
1358;Palaeogene basic intrusive rocks;Palaeogene;https://gsi.geodata.gov.ie/downloads/Bedrock/Books/Understanding_Earth_Processes_Rocks_and_Geology_Ireland/Chapter_14.pdf
1359;Palaeogene basic intrusive rocks;Palaeogene;https://gsi.geodata.gov.ie/downloads/Bedrock/Books/Understanding_Earth_Processes_Rocks_and_Geology_Ireland/Chapter_14.pdf
1360;Palaeogene basic intrusive rocks;Palaeogene;https://gsi.geodata.gov.ie/downloads/Bedrock/Books/Understanding_Earth_Processes_Rocks_and_Geology_Ireland/Chapter_14.pdf
1361;Palaeogene basic intrusive rocks;Palaeogene;https://gsi.geodata.gov.ie/downloads/Bedrock/Books/Understanding_Earth_Processes_Rocks_and_Geology_Ireland/Chapter_14.pdf
1362;Palaeogene basic intrusive rocks;Palaeogene;https://gsi.geodata.gov.ie/downloads/Bedrock/Books/Understanding_Earth_Processes_Rocks_and_Geology_Ireland/Chapter_14.pdf
1363;Palaeogene basic intrusive rocks;Palaeogene;https://gsi.geodata.gov.ie/downloads/Bedrock/Books/Understanding_Earth_Processes_Rocks_and_Geology_Ireland/Chapter_14.pdf
1364;Up. Devonian sandstone & mudstone (Old Head Sandstone Fm);Palaeozoic, Upper Devonian;https://gsi.geodata.gov.ie/downloads/Bedrock/Books/Understanding_Earth_Processes_Rocks_and_Geology_Ireland/Chapter_07.pdf
1365;Middle-Upper Ordovician slate, sandstone, greywacke, conglomerate;Palaeozoic, Middle - Upper Ordovician;https://gsi.geodata.gov.ie/downloads/Bedrock/Books/Understanding_Earth_Processes_Rocks_and_Geology_Ireland/Chapter_04.pdf
1366;Middle-Upper Ordovician slate, sandstone, greywacke, conglomerate;Palaeozoic, Middle - Upper Ordovician;https://gsi.geodata.gov.ie/downloads/Bedrock/Books/Understanding_Earth_Processes_Rocks_and_Geology_Ireland/Chapter_04.pdf
1367;Middle-Upper Ordovician slate, sandstone, greywacke, conglomerate;Palaeozoic, Middle - Upper Ordovician;https://gsi.geodata.gov.ie/downloads/Bedrock/Books/Understanding_Earth_Processes_Rocks_and_Geology_Ireland/Chapter_04.pdf
1368;Middle-Upper Ordovician slate, sandstone, greywacke, conglomerate;Palaeozoic, Middle - Upper Ordovician;https://gsi.geodata.gov.ie/downloads/Bedrock/Books/Understanding_Earth_Processes_Rocks_and_Geology_Ireland/Chapter_04.pdf
1369;Middle-Upper Ordovician slate, sandstone, greywacke, conglomerate;Palaeozoic, Middle - Upper Ordovician;https://gsi.geodata.gov.ie/downloads/Bedrock/Books/Understanding_Earth_Processes_Rocks_and_Geology_Ireland/Chapter_04.pdf
1370;Middle-Upper Ordovician slate, sandstone, greywacke, conglomerate;Palaeozoic, Middle - Upper Ordovician;https://gsi.geodata.gov.ie/downloads/Bedrock/Books/Understanding_Earth_Processes_Rocks_and_Geology_Ireland/Chapter_04.pdf
1371;Middle-Upper Ordovician slate, sandstone, greywacke, conglomerate;Palaeozoic, Middle - Upper Ordovician;https://gsi.geodata.gov.ie/downloads/Bedrock/Books/Understanding_Earth_Processes_Rocks_and_Geology_Ireland/Chapter_04.pdf
1372;Middle-Upper Ordovician slate, sandstone, greywacke, conglomerate;Palaeozoic, Middle - Upper Ordovician;https://gsi.geodata.gov.ie/downloads/Bedrock/Books/Understanding_Earth_Processes_Rocks_and_Geology_Ireland/Chapter_04.pdf
1373;Cambrian greywacke, slate, quartzite;Palaeozoic, Cambrian;https://gsi.geodata.gov.ie/downloads/Bedrock/Books/Understanding_Earth_Processes_Rocks_and_Geology_Ireland/Chapter_03.pdf
1374;Cambrian greywacke, slate, quartzite;Palaeozoic, Cambrian;https://gsi.geodata.gov.ie/downloads/Bedrock/Books/Understanding_Earth_Processes_Rocks_and_Geology_Ireland/Chapter_03.pdf
1375;Cambrian greywacke, slate, quartzite;Palaeozoic, Cambrian;https://gsi.geodata.gov.ie/downloads/Bedrock/Books/Understanding_Earth_Processes_Rocks_and_Geology_Ireland/Chapter_03.pdf
1376;ORS, sandstone, conglomerate & mudstone;Palaeozoic, Devonian;https://gsi.geodata.gov.ie/downloads/Bedrock/Books/Understanding_Earth_Processes_Rocks_and_Geology_Ireland/Chapter_07.pdf
1377;Siluro-Devonian granitic rocks & appinite;Caledonian (Silurian - Devonian);https://gsi.geodata.gov.ie/downloads/Bedrock/Books/Understanding_Earth_Processes_Rocks_and_Geology_Ireland/Chapter_06.pdf
1378;Siluro-Devonian granitic rocks & appinite;Caledonian (Silurian - Devonian);https://gsi.geodata.gov.ie/downloads/Bedrock/Books/Understanding_Earth_Processes_Rocks_and_Geology_Ireland/Chapter_06.pdf
1379;Siluro-Devonian granitic rocks & appinite;Caledonian (Silurian - Devonian);https://gsi.geodata.gov.ie/downloads/Bedrock/Books/Understanding_Earth_Processes_Rocks_and_Geology_Ireland/Chapter_06.pdf
1380;Siluro-Devonian granitic rocks & appinite;Caledonian (Silurian - Devonian);https://gsi.geodata.gov.ie/downloads/Bedrock/Books/Understanding_Earth_Processes_Rocks_and_Geology_Ireland/Chapter_06.pdf
1381;Siluro-Devonian granitic rocks & appinite;Caledonian (Silurian - Devonian);https://gsi.geodata.gov.ie/downloads/Bedrock/Books/Understanding_Earth_Processes_Rocks_and_Geology_Ireland/Chapter_06.pdf
1382;Siluro-Devonian granitic rocks & appinite;Caledonian (Silurian - Devonian);https://gsi.geodata.gov.ie/downloads/Bedrock/Books/Understanding_Earth_Processes_Rocks_and_Geology_Ireland/Chapter_06.pdf
1383;Siluro-Devonian granitic rocks & appinite;Caledonian (Silurian - Devonian);https://gsi.geodata.gov.ie/downloads/Bedrock/Books/Understanding_Earth_Processes_Rocks_and_Geology_Ireland/Chapter_06.pdf
1384;Siluro-Devonian granitic rocks & appinite;Caledonian (Silurian - Devonian);https://gsi.geodata.gov.ie/downloads/Bedrock/Books/Understanding_Earth_Processes_Rocks_and_Geology_Ireland/Chapter_06.pdf
1385;Siluro-Devonian granitic rocks & appinite;Caledonian (Silurian - Devonian);https://gsi.geodata.gov.ie/downloads/Bedrock/Books/Understanding_Earth_Processes_Rocks_and_Geology_Ireland/Chapter_06.pdf
1386;Up. Devonian sandstone & mudstone (Old Head Sandstone Fm);Palaeozoic, Upper Devonian;https://gsi.geodata.gov.ie/downloads/Bedrock/Books/Understanding_Earth_Processes_Rocks_and_Geology_Ireland/Chapter_07.pdf
1387;Up. Devonian sandstone & mudstone (Old Head Sandstone Fm);Palaeozoic, Upper Devonian;https://gsi.geodata.gov.ie/downloads/Bedrock/Books/Understanding_Earth_Processes_Rocks_and_Geology_Ireland/Chapter_07.pdf
1388;Up. Devonian sandstone & mudstone (Old Head Sandstone Fm);Palaeozoic, Upper Devonian;https://gsi.geodata.gov.ie/downloads/Bedrock/Books/Understanding_Earth_Processes_Rocks_and_Geology_Ireland/Chapter_07.pdf
1389;Up. Devonian sandstone & mudstone (Old Head Sandstone Fm);Palaeozoic, Upper Devonian;https://gsi.geodata.gov.ie/downloads/Bedrock/Books/Understanding_Earth_Processes_Rocks_and_Geology_Ireland/Chapter_07.pdf
1390;Up. Devonian sandstone & mudstone (Old Head Sandstone Fm);Palaeozoic, Upper Devonian;https://gsi.geodata.gov.ie/downloads/Bedrock/Books/Understanding_Earth_Processes_Rocks_and_Geology_Ireland/Chapter_07.pdf
1391;Up. Devonian sandstone & mudstone (Old Head Sandstone Fm);Palaeozoic, Upper Devonian;https://gsi.geodata.gov.ie/downloads/Bedrock/Books/Understanding_Earth_Processes_Rocks_and_Geology_Ireland/Chapter_07.pdf
1392;ORS, sandstone, conglomerate & mudstone;Palaeozoic, Devonian;https://gsi.geodata.gov.ie/downloads/Bedrock/Books/Understanding_Earth_Processes_Rocks_and_Geology_Ireland/Chapter_07.pdf
1393;ORS, sandstone, conglomerate & mudstone;Palaeozoic, Devonian;https://gsi.geodata.gov.ie/downloads/Bedrock/Books/Understanding_Earth_Processes_Rocks_and_Geology_Ireland/Chapter_07.pdf
1394;ORS, sandstone, conglomerate & mudstone;Palaeozoic, Devonian;https://gsi.geodata.gov.ie/downloads/Bedrock/Books/Understanding_Earth_Processes_Rocks_and_Geology_Ireland/Chapter_07.pdf
1395;ORS, sandstone, conglomerate & mudstone;Palaeozoic, Devonian;https://gsi.geodata.gov.ie/downloads/Bedrock/Books/Understanding_Earth_Processes_Rocks_and_Geology_Ireland/Chapter_07.pdf
1396;ORS, sandstone, conglomerate & mudstone;Palaeozoic, Devonian;https://gsi.geodata.gov.ie/downloads/Bedrock/Books/Understanding_Earth_Processes_Rocks_and_Geology_Ireland/Chapter_07.pdf
1397;ORS, sandstone, conglomerate & mudstone;Palaeozoic, Devonian;https://gsi.geodata.gov.ie/downloads/Bedrock/Books/Understanding_Earth_Processes_Rocks_and_Geology_Ireland/Chapter_07.pdf
1398;ORS, sandstone, conglomerate & mudstone;Palaeozoic, Devonian;https://gsi.geodata.gov.ie/downloads/Bedrock/Books/Understanding_Earth_Processes_Rocks_and_Geology_Ireland/Chapter_07.pdf
1399;ORS, sandstone, conglomerate & mudstone;Palaeozoic, Devonian;https://gsi.geodata.gov.ie/downloads/Bedrock/Books/Understanding_Earth_Processes_Rocks_and_Geology_Ireland/Chapter_07.pdf
1400;ORS, sandstone, conglomerate & mudstone;Palaeozoic, Devonian;https://gsi.geodata.gov.ie/downloads/Bedrock/Books/Understanding_Earth_Processes_Rocks_and_Geology_Ireland/Chapter_07.pdf
1401;ORS, sandstone, conglomerate & mudstone;Palaeozoic, Devonian;https://gsi.geodata.gov.ie/downloads/Bedrock/Books/Understanding_Earth_Processes_Rocks_and_Geology_Ireland/Chapter_07.pdf
1402;ORS, sandstone, conglomerate & mudstone;Palaeozoic, Devonian;https://gsi.geodata.gov.ie/downloads/Bedrock/Books/Understanding_Earth_Processes_Rocks_and_Geology_Ireland/Chapter_07.pdf
1403;ORS, sandstone, conglomerate & mudstone;Palaeozoic, Devonian;https://gsi.geodata.gov.ie/downloads/Bedrock/Books/Understanding_Earth_Processes_Rocks_and_Geology_Ireland/Chapter_07.pdf
1404;ORS, sandstone, conglomerate & mudstone;Palaeozoic, Devonian;https://gsi.geodata.gov.ie/downloads/Bedrock/Books/Understanding_Earth_Processes_Rocks_and_Geology_Ireland/Chapter_07.pdf
1405;Lower-Middle Ordovician slate, sandstone, greywacke, conglomerate;Palaeozoic, Lower - Middle Ordovician;https://gsi.geodata.gov.ie/downloads/Bedrock/Books/Understanding_Earth_Processes_Rocks_and_Geology_Ireland/Chapter_04.pdf
1406;Lower-Middle Ordovician slate, sandstone, greywacke, conglomerate;Palaeozoic, Lower - Middle Ordovician;https://gsi.geodata.gov.ie/downloads/Bedrock/Books/Understanding_Earth_Processes_Rocks_and_Geology_Ireland/Chapter_04.pdf
1407;Lower-Middle Ordovician slate, sandstone, greywacke, conglomerate;Palaeozoic, Lower - Middle Ordovician;https://gsi.geodata.gov.ie/downloads/Bedrock/Books/Understanding_Earth_Processes_Rocks_and_Geology_Ireland/Chapter_04.pdf
1408;Lower-Middle Ordovician slate, sandstone, greywacke, conglomerate;Palaeozoic, Lower - Middle Ordovician;https://gsi.geodata.gov.ie/downloads/Bedrock/Books/Understanding_Earth_Processes_Rocks_and_Geology_Ireland/Chapter_04.pdf
1409;Lower-Middle Ordovician slate, sandstone, greywacke, conglomerate;Palaeozoic, Lower - Middle Ordovician;https://gsi.geodata.gov.ie/downloads/Bedrock/Books/Understanding_Earth_Processes_Rocks_and_Geology_Ireland/Chapter_04.pdf
1410;Lower-Middle Ordovician slate, sandstone, greywacke, conglomerate;Palaeozoic, Lower - Middle Ordovician;https://gsi.geodata.gov.ie/downloads/Bedrock/Books/Understanding_Earth_Processes_Rocks_and_Geology_Ireland/Chapter_04.pdf
1411;ORS, sandstone, conglomerate & mudstone;Palaeozoic, Devonian;https://gsi.geodata.gov.ie/downloads/Bedrock/Books/Understanding_Earth_Processes_Rocks_and_Geology_Ireland/Chapter_07.pdf
1412;ORS, sandstone, conglomerate & mudstone;Palaeozoic, Devonian;https://gsi.geodata.gov.ie/downloads/Bedrock/Books/Understanding_Earth_Processes_Rocks_and_Geology_Ireland/Chapter_07.pdf
1413;ORS, sandstone, conglomerate & mudstone;Palaeozoic, Devonian;https://gsi.geodata.gov.ie/downloads/Bedrock/Books/Understanding_Earth_Processes_Rocks_and_Geology_Ireland/Chapter_07.pdf
1414;ORS, sandstone, conglomerate & mudstone;Palaeozoic, Devonian;https://gsi.geodata.gov.ie/downloads/Bedrock/Books/Understanding_Earth_Processes_Rocks_and_Geology_Ireland/Chapter_07.pdf
1415;ORS, sandstone, conglomerate & mudstone;Palaeozoic, Devonian;https://gsi.geodata.gov.ie/downloads/Bedrock/Books/Understanding_Earth_Processes_Rocks_and_Geology_Ireland/Chapter_07.pdf
1416;ORS, sandstone, conglomerate & mudstone;Palaeozoic, Devonian;https://gsi.geodata.gov.ie/downloads/Bedrock/Books/Understanding_Earth_Processes_Rocks_and_Geology_Ireland/Chapter_07.pdf
1417;ORS, sandstone, conglomerate & mudstone;Palaeozoic, Devonian;https://gsi.geodata.gov.ie/downloads/Bedrock/Books/Understanding_Earth_Processes_Rocks_and_Geology_Ireland/Chapter_07.pdf
1418;ORS, sandstone, conglomerate & mudstone;Palaeozoic, Devonian;https://gsi.geodata.gov.ie/downloads/Bedrock/Books/Understanding_Earth_Processes_Rocks_and_Geology_Ireland/Chapter_07.pdf
1419;ORS, sandstone, conglomerate & mudstone;Palaeozoic, Devonian;https://gsi.geodata.gov.ie/downloads/Bedrock/Books/Understanding_Earth_Processes_Rocks_and_Geology_Ireland/Chapter_07.pdf
1420;ORS, sandstone, conglomerate & mudstone;Palaeozoic, Devonian;https://gsi.geodata.gov.ie/downloads/Bedrock/Books/Understanding_Earth_Processes_Rocks_and_Geology_Ireland/Chapter_07.pdf
1421;Neoproterozoic schist and gneiss;Neoproterozoic;https://gsi.geodata.gov.ie/downloads/Bedrock/Books/Understanding_Earth_Processes_Rocks_and_Geology_Ireland/Chapter_02.pdf
1422;Visean sandstone, mudstone & evaporite;Palaeozoic, Carboniferous, Mississippian;https://gsi.geodata.gov.ie/downloads/Bedrock/Books/Understanding_Earth_Processes_Rocks_and_Geology_Ireland/Chapter_08.pdf
1423;Visean sandstone, mudstone & evaporite;Palaeozoic, Carboniferous, Mississippian;https://gsi.geodata.gov.ie/downloads/Bedrock/Books/Understanding_Earth_Processes_Rocks_and_Geology_Ireland/Chapter_08.pdf
