Line,BALT,D_KAL,D_THO,D_TOT_CPS,D_TOT_NGY,D_URA,DATE,DAY,DIR,DTM,FID,FLIGHT,GPS_H,LAT,LONG,RALT,TIME,TOUT,X,Y
L11,224,0.09,0.09,249.57,4.17,0.25,20050721,202,345,82.3,20258576,32,142.5,54.432642,-8.138888,59.2,161616,18.3,191037,353798
L11,221,0.03,0.17,109.82,1.53,-0.24,20050721,202,345,82,20258575,32,143.2,54.432158,-8.13864,60.1,161615,18.4,191053,353744
L11,223,-0.01,0.01,65.91,0.76,-0.04,20050721,202,345,82.6,20258574,32,143.3,54.431673,-8.138392,59.7,161614,18.3,191069,353690
L11,223,0.01,-0.03,67.5,-0.01,-0.16,20050721,202,345,82.4,20258573,32,143.2,54.431188,-8.138159,59.7,161613,18.4,191084,353636
L11,224,-0.01,0.42,58.73,0.21,-0.23,20050721,202,345,82.4,20258572,32,142.9,54.430703,-8.137926,59.4,161612,18.3,191099,353582
L11,223,0,0.25,62.11,0.48,0.15,20050721,202,345,82.8,20258571,32,142.5,54.430218,-8.137709,58.6,161611,18.3,191113,353528
L11,220,0.01,0.17,36.26,-0.12,0.04,20050721,202,345,82.3,20258570,32,142,54.429733,-8.137476,58.6,161610,18.2,191128,353474
L11,226,0.02,0.15,23.35,-0.05,-0.14,20050721,202,345,82.6,20258569,32,141.8,54.429249,-8.137259,58.2,161609,18.3,191142,353420
L11,224,0,-0.13,54.16,0.07,-0.18,20050721,202,345,82.6,20258568,32,141.9,54.428764,-8.137042,58.2,161608,18.3,191156,353366
L11,224,-0.02,0.7,69.98,1.06,0,20050721,202,345,82.2,20258567,32,142.3,54.428279,-8.136824,59.1,161607,18.3,191170,353312
L11,212,0.02,0.23,51.81,0.51,0.06,20050721,202,345,82.2,20258566,32,142.6,54.427794,-8.136592,59.4,161606,18.3,191185,353258
L11,220,-0.03,0.36,67.09,0.31,0.3,20050721,202,345,82.3,20258565,32,142.8,54.427318,-8.136374,59.4,161605,18.2,191199,353205
L11,218,-0.01,-0.13,48.25,0,0,20050721,202,345,82.5,20258564,32,143,54.426833,-8.136142,59.4,161604,18.3,191214,353151
L11,223,0.02,-0.34,17.7,0.02,-0.09,20050721,202,345,82.3,20258563,32,143.5,54.426357,-8.135924,60.1,161603,18.3,191228,353098
L11,217,-0.05,-0.46,-2.21,-0.97,-0.06,20050721,202,345,82.8,20258562,32,143.5,54.425873,-8.135707,59.7,161602,18.3,191242,353044
L11,214,0.04,0.08,60.85,0.29,0.09,20050721,202,345,82.8,20258561,32,143,54.425397,-8.13549,59.2,161601,18.3,191256,352991
L11,220,0.05,0.08,39.38,0.7,0.02,20050721,202,345,82.3,20258560,32,142.3,54.424912,-8.135272,58.9,161600,18.3,191270,352937
L11,218,-0.03,-0.2,32.54,0.41,-0.02,20050721,202,345,82.8,20258559,32,141.8,54.424427,-8.135055,58,161559,18.3,191284,352883
L11,211,-0.05,0.16,50.01,0.45,0.21,20050721,202,345,82.4,20258558,32,141.6,54.423951,-8.134838,58.2,161558,18.3,191298,352830
L11,214,0.03,-0.44,42.79,0.21,0.13,20050721,202,345,82.7,20258557,32,141.2,54.423466,-8.134621,57.4,161557,18.3,191312,352776
L11,217,0.06,0,40.74,0.37,-0.11,20050721,202,345,82.6,20258556,32,140.7,54.422981,-8.134403,57,161556,18.2,191326,352722
L11,220,-0.04,-0.3,25.95,-0.17,0.19,20050721,202,345,82.3,20258555,32,140.2,54.422506,-8.134186,56.8,161555,18.3,191340,352669
L11,220,0.01,0.17,45.32,0.64,-0.04,20050721,202,345,82.8,20258554,32,140,54.422021,-8.133969,56.1,161554,18.2,191354,352615
L11,215,0.01,-0.08,31.46,-0.35,-0.07,20050721,202,345,82.5,20258553,32,140.4,54.421545,-8.133736,56.8,161553,18.2,191369,352562
L11,226,-0.01,-0.35,45,0.3,0.09,20050721,202,345,81.9,20258552,32,141.2,54.42106,-8.133519,58.2,161552,18.2,191383,352508
L11,224,-0.02,-0.35,15.67,0.21,0.28,20050721,202,345,82.3,20258551,32,142,54.420584,-8.133302,58.6,161551,18.3,191397,352455
L11,220,0,0.81,26.02,0.42,-0.38,20050721,202,345,82.7,20258550,32,142.7,54.420108,-8.133085,58.9,161550,18.1,191411,352402
L11,226,-0.02,-0.07,25.48,0.75,-0.04,20050721,202,345,82.3,20258549,32,142.8,54.419632,-8.132867,59.4,161549,18.2,191425,352349
L11,220,0.02,0.71,52.55,0.72,-0.26,20050721,202,345,82.1,20258548,32,142.7,54.419156,-8.132635,59.5,161548,18.3,191440,352296
L11,224,0,0.02,62.54,0.14,-0.28,20050721,202,345,83.1,20258547,32,142.5,54.41869,-8.132418,58.3,161547,18.2,191454,352244
L11,223,-0.04,0.68,56.3,0.41,0.1,20050721,202,345,82.8,20258546,32,142.3,54.418214,-8.1322,58.5,161546,18.3,191468,352191
L11,214,-0.01,0.38,26.07,0.66,-0.02,20050721,202,345,82.6,20258545,32,141.6,54.417738,-8.131983,58,161545,18.2,191482,352138
L11,220,0.01,0.2,36.93,-0.04,-0.37,20050721,202,345,82.8,20258544,32,141.1,54.417271,-8.131766,57.3,161544,18.2,191496,352086
L11,220,-0.02,-0.31,51.14,0.43,0.29,20050721,202,345,82.9,20258543,32,141,54.416795,-8.131564,57,161543,18.3,191509,352033
L11,220,-0.01,0.26,53.06,-0.11,0,20050721,202,345,82.7,20258542,32,141.1,54.416319,-8.131347,57.4,161542,18.2,191523,351980
L11,217,-0.01,-0.37,48.98,0.27,0.38,20050721,202,345,82.7,20258541,32,141.4,54.415843,-8.131145,57.6,161541,18.3,191536,351927
L11,218,0.03,0.39,72.9,0.71,-0.2,20050721,202,345,82.5,20258540,32,141.9,54.415367,-8.130944,58.3,161540,18.1,191549,351874
L11,218,0.05,-0.06,56.12,0.06,0.21,20050721,202,345,82.9,20258539,32,142.1,54.414891,-8.130742,58.2,161539,18.2,191562,351821
